"gender_feedback","admin_shown","sciences_shown","public_shown","female_pick","admin_pick","sciences_pick","public_pick","citizenship","gender","base_gender","choice1","choice2","choice3","choice4","choice5","choice6","choice7","gender_region","female_eastern","female_western","race","age","gender_code","race_code"
0,1,1,1,0,0,0,1,"Western","Man",3,"Augusta","Xuetao","Ping","Runglawan","Longjin","Dorothy","Demetrio","Male_Western",0,0,"White / Caucasian",49,1,1
1,0,1,1,1,0,0,1,"Western","Man",2,"Bok-ryeo","Krasae","Anthea","Ferdinando","Gernulf","Kitti","Anty","Female_Western",0,1,"White / Caucasian",68,1,1
1,0,1,1,0,0,0,1,"Eastern","Woman",3,"Kyongae","Jong-sei","Ferdinando","Mariassunta","Rachel","Garry","Canfa","Male_Eastern",0,0,"White / Caucasian",33,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Russell","Allen","Pasuk","Somran","Weilie","Catharine","Kitti","Male_Eastern",0,0,"Black or African American",34,1,0
1,0,1,1,1,0,0,1,"Western","Woman",2,"Bethan","Hong-nam","Shenggen","Saksri","Arun","Demetrio","Renata","Female_Western",0,1,"White / Caucasian",54,0,1
0,1,1,1,0,0,1,0,"Eastern","Woman",1,"Longjin","Pichaet","Luis","Arun","Alma","Weilie","Jong-sei","Male_Eastern",0,0,"Asian / Pacific Islander",51,0,0
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Arun","Longjin","Jong-sei","Canfa","Ana","Job-Gunter","Kwang-je","Male_Eastern",0,0,"White / Caucasian",38,0,1
1,1,1,0,0,0,0,1,"Western","Man",2,"Roberto","Krasae","Russell","Dong","Gerardo","Niyada","Ian","Male_Western",0,0,"White / Caucasian",58,1,1
1,1,0,1,0,0,1,1,"Eastern","Woman",1,"Choong-soo","Shenggen","Alastair","Krasae","Job-Gunter","Bethan","Kwang-je","Male_Eastern",0,0,"Asian / Pacific Islander",35,0,0
0,0,0,0,0,0,1,1,"Western","Woman",1,"Jong-sei","Ghillean","Ning","Jinghua","Nidhi","Shenggen","Alastair","Male_Western",0,0,"White / Caucasian",47,0,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Kyongae","Xuetao","Banjerd","Sandu","Bong-ho","Luis","Renato","Male_Western",0,0,"Hispanic / Latinx",37,0,0
1,1,1,0,1,0,1,1,"Eastern","Woman",0,"Raymond","Xuetao","Allen","Gontard","Kil-nam","Yong-pil","Krisana","Female_Eastern",1,0,"White / Caucasian",46,0,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Jong-sei","Alma","Ghillean","Alastair","Engelbert","Kwang-je","Sandu","Male_Western",0,0,"White / Caucasian",69,1,1
1,1,0,1,0,0,0,1,"Eastern","Man",0,"Raymond","Claus-Peter","Ian","Job-Gunter","Udo","Renato","Banjerd","Male_Eastern",0,0,"White / Caucasian",44,1,1
0,1,1,1,0,0,1,1,"Western","Man",0,"Demetrio","Ian","Yong-pil","Xuhua","Kitti","Somsak","Sandu","Male_Western",0,0,"American Indian or Alaskan Native",33,1,0
0,1,1,1,0,0,0,1,"Western","Man",2,"Kyongae","Raymond","Roberto","Shenggen","In-jin","Maria","Job-Gunter","Male_Western",0,0,"White / Caucasian",32,1,1
1,1,1,0,0,0,0,0,"Western","Man",2,"Hei-sook","Dora","Choong-soo","Kil-nam","Roberto","Baek-in","Claus-Peter","Male_Western",0,0,"Asian / Pacific Islander",21,1,0
0,1,1,1,1,0,0,1,"Western","Woman",1,"Maria","Jong-sei","Canfa","Yong-pil","Russell","Sandu","Mechtild","Female_Western",0,1,"White / Caucasian",34,0,1
1,0,1,1,0,0,0,1,"Eastern","Woman",2,"Chumsri","Sandu","Kwang-je","Sung-hee","Engelbert","Junliang","Shenggen","Male_Eastern",0,0,"Hispanic / Latinx",41,0,0
0,1,1,1,0,0,1,0,"Eastern","Woman",3,"Sujin","Xinyuan","Anty","Bok-ryeo","Greta","Ditmar","Sung-chul","Male_Eastern",0,0,"Asian / Pacific Islander",63,0,0
0,1,1,1,0,0,1,1,"Western","Woman",0,"Sung-chul","Ghillean","Udo","Krasae","Wedig","Sujin","Alastair","Male_Western",0,0,"White / Caucasian",56,0,1
1,1,1,0,0,0,1,1,"Eastern","Man",3,"Greta","Xuhua","Weilie","Kil-nam","Krisana","Stefania","Sujin","Male_Eastern",0,0,"Hispanic / Latinx",36,1,0
0,1,1,1,0,0,1,1,"Western","Man",1,"Sujin","Xuetao","Runglawan","Krasae","Xinyuan","Jan","Ghillean","Male_Western",0,0,"Hispanic / Latinx",40,1,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Shenggen","Ferdinando","Lino","Ditmar","Arun","Ana","Engelbert","Male_Western",0,0,"White / Caucasian",51,0,1
0,1,1,1,0,0,0,1,"Western","Woman",4,"Xuhua","Bettine","Choon-mie","Jean","Weilie","Krisana","Udo","Male_Western",0,0,"White / Caucasian",73,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Engelbert","Xuhua","Ciro","Alastair","Rachel","Kwang-je","Xuetao","Male_Eastern",0,0,"White / Caucasian",51,0,1
1,0,1,1,0,0,0,0,"Eastern","Man",2,"Roberto","Catriona","Kobchitt","Jong-sei","Canfa","Raymond","In-jin","Male_Eastern",0,0,"White / Caucasian",34,1,1
0,1,1,1,1,0,1,1,"Eastern","Woman",1,"Shenggen","Xiaoyi","Krasae","Sujin","Xinyuan","Allen","Arunrat","Female_Eastern",1,0,"White / Caucasian",29,0,1
1,1,1,0,0,0,1,1,"Eastern","Woman",2,"Engelbert","Krasae","Xuetao","Rachel","Isabel","Bong-ho","Shaiwatna","Male_Eastern",0,0,"Hispanic / Latinx",48,0,0
1,1,0,1,0,0,1,1,"Eastern","Man",2,"Jan","Ethel","Kwang-je","Yeong-hui","Krasae","Ciro","Xinyuan","Male_Eastern",0,0,"White / Caucasian",40,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Krasae","Sung-chul","Mandy","Raymond","Sucheng","Ping","Nidhi","Male_Eastern",0,0,"Hispanic / Latinx",48,1,0
1,0,1,1,1,0,1,1,"Eastern","Woman",2,"Ghillean","Udo","Sung-hee","Jong-sei","Kobchitt","Weilie","Zhizhen","Female_Eastern",1,0,"White / Caucasian",41,0,1
0,1,1,1,0,0,1,0,"Western","Man",0,"Willis","Shenggen","Canfa","Ian","Engelbert","Luis","Allen","Male_Western",0,0,"White / Caucasian",55,1,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Russell","Sujin","Jan","Wenying","Krasae","Alastair","Alma","Female_Western",0,1,"White / Caucasian",48,0,1
0,1,1,1,1,0,0,0,"Eastern","Man",0,"Russell","Somran","Pichaet","Dino","Banjerd","Willis","In-ho","Female_Eastern",1,0,"Hispanic / Latinx",32,1,0
1,0,1,1,0,0,0,1,"Western","Woman",1,"Xuetao","Rachel","Job-Gunter","Banjerd","Engelbert","Jong-sei","Arun","Male_Western",0,0,"White / Caucasian",45,0,1
1,1,0,1,1,0,0,1,"Eastern","Man",0,"Willis","Nidhi","Garry","Lionello","Roberto","Ditmar","Pasuk","Female_Eastern",1,0,"White / Caucasian",35,1,1
0,1,1,1,1,0,0,1,"Western","Man",1,"In-jin","Catharine","Udo","Gontard","Canfa","Ditmar","Isabel","Female_Western",0,1,"White / Caucasian",41,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",2,"Ky-chun","Shenggen","Krasae","Heike","Lucetta","Wedig","Longjin","Male_Eastern",0,0,"Black or African American",34,0,0
1,0,1,1,0,0,0,1,"Western","Woman",2,"Baek-in","Canfa","Xinyuan","Kwang-je","Rachel","Melanie","Engelbert","Male_Western",0,0,"White / Caucasian",39,0,1
1,0,1,1,1,0,1,1,"Western","Woman",0,"Russell","Dino","Canfa","Ghillean","Jong-sei","Shenggen","Dorothy","Female_Western",0,1,"White / Caucasian",43,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",2,"Shenggen","Yeong-hui","Pasuk","Luis","Alastair","Nidhi","Choong-soo","Male_Eastern",0,0,"White / Caucasian",61,0,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Arun","Krasae","Choon-mie","Ghillean","Choong-soo","Gerardo","Gernulf","Male_Western",0,0,"Asian / Pacific Islander",43,0,0
1,1,0,1,1,0,0,1,"Western","Woman",1,"Xuetao","Xinyuan","Junliang","Sung-hee","Engelbert","Jong-sei","Mandy","Female_Western",0,1,"White / Caucasian",41,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Shaiwatna","Miaoqing","Xuetao","Kil-nam","Weilie","Canfa","Kwang-je","Male_Eastern",0,0,"White / Caucasian",48,0,1
1,1,1,0,0,0,0,1,"Eastern","Man",0,"Sujin","Gontard","Engelbert","Xinyuan","Nidhi","Shenggen","Xuetao","Male_Eastern",0,0,"Black or African American",41,1,0
0,1,1,1,0,0,0,0,"Eastern","Woman",3,"Ghillean","Dora","Russell","Xinyuan","Rachel","Ana","Ky-chun","Male_Eastern",0,0,"White / Caucasian",30,0,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Roberto","Anthea","Gernulf","Xinyuan","Arun","Dong","Demetrio","Male_Western",0,0,"White / Caucasian",58,0,1
1,1,1,0,0,0,1,1,"Western","Woman",1,"Udo","Shenggen","Raymond","Gernulf","Banjerd","Jean","Ghillean","Male_Western",0,0,"White / Caucasian",70,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Arun","Engelbert","Ciro","Krasae","Raymond","Jean","Ditmar","Male_Western",0,0,"White / Caucasian",39,0,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Dino","Allen","Willis","Canfa","Xiaoyi","Job-Gunter","Gontard","Male_Western",0,0,"White / Caucasian",23,1,1
1,1,1,0,0,0,1,0,"Western","Woman",0,"Gernulf","Canfa","Jong-sei","Banjerd","Demetrio","Udo","Allen","Male_Western",0,0,"Black or African American",53,0,0
1,1,0,1,0,0,0,1,"Eastern","Man",1,"Choong-soo","Rachel","Canfa","Sandu","Banjerd","Ludger","Ping","Male_Eastern",0,0,"White / Caucasian",50,1,1
1,1,1,0,0,0,0,1,"Western","Man",1,"Ana","Somsak","Nidhi","Ping","In-jin","Lionello","Ludger","Male_Western",0,0,"Asian / Pacific Islander",60,1,0
1,1,1,0,0,0,0,1,"Western","Woman",0,"Krasae","Kwang-je","Somsak","Bong-ho","Garry","Willis","Jan","Male_Western",0,0,"Black or African American",61,0,0
1,1,0,1,0,0,1,1,"Eastern","Woman",1,"Xiaoyi","Kwang-je","Engelbert","Alastair","Ky-chun","Wedig","Jinghua","Male_Eastern",0,0,"White / Caucasian",38,0,1
0,1,1,1,0,0,0,0,"Western","Man",3,"Krisana","Allen","Greta","Russell","Garry","Renata","Claus-Peter","Male_Western",0,0,"White / Caucasian",53,1,1
1,0,1,1,0,0,0,1,"Eastern","Man",0,"Krasae","Xuhua","Gerardo","Ferdinando","Raymond","Ky-chun","Ping","Male_Eastern",0,0,"Black or African American",38,1,0
1,1,1,0,1,0,0,1,"Eastern","Woman",1,"Yong-pil","Ana","Krasae","Weilie","Alastair","Xuetao","Thida","Female_Eastern",1,0,"White / Caucasian",48,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Jan","Somran","Renato","Lionello","Wenying","Thida","Pichaet","Male_Eastern",0,0,"White / Caucasian",56,1,1
0,1,1,1,1,0,1,1,"Western","Woman",0,"Allen","Krasae","Kitti","Shenggen","Demetrio","Udo","Dorothy","Female_Western",0,1,"White / Caucasian",55,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Bong-ho","Miaoqing","Canfa","Rachel","Gontard","Dino","Kil-nam","Male_Eastern",0,0,"White / Caucasian",37,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Ferdinando","Allen","In-young","Gerardo","Jong-sei","Longjin","Sujin","Male_Eastern",0,0,"White / Caucasian",67,1,1
1,0,1,1,0,0,0,1,"Eastern","Man",0,"Gernulf","Udo","Ky-chun","Krasae","Kitti","Jinghua","Ping","Male_Eastern",0,0,"White / Caucasian",51,1,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Jong-sei","Engelbert","Arun","Krasae","Xinyuan","Pilai","Raymond","Male_Western",0,0,"White / Caucasian",59,0,1
0,1,1,1,1,0,0,1,"Western","Man",0,"Ferdinando","Sandu","Xuetao","Ciro","Baek-in","Alastair","Bethan","Female_Western",0,1,"White / Caucasian",32,1,1
1,1,1,0,1,0,1,1,"Eastern","Man",4,"Kil-nam","Bettine","Hei-sook","Alma","Pilai","Shaiwatna","Zhizhen","Female_Eastern",1,0,"White / Caucasian",63,1,1
1,1,1,0,0,0,1,1,"Western","Man",2,"Krasae","Gernulf","Ning","Jong-sei","Pilai","Ping","Alastair","Male_Western",0,0,"White / Caucasian",19,1,1
1,1,1,0,1,0,1,1,"Eastern","Man",2,"Ferdinando","Kobchitt","Kwang-je","Engelbert","Anthea","Allen","Sung-hee","Female_Eastern",1,0,"White / Caucasian",46,1,1
0,1,1,1,0,0,1,1,"Western","Man",2,"Ping","Shaiwatna","Alastair","Dora","Choong-soo","Hei-sook","Dino","Male_Western",0,0,"Black or African American",31,1,0
1,1,1,0,0,0,1,1,"Western","Man",1,"Job-Gunter","Lionello","Banjerd","Melanie","Udo","Claus-Peter","Ghillean","Male_Western",0,0,"White / Caucasian",39,1,1
1,1,1,0,0,0,0,1,"Western","Man",3,"In-jin","Sujin","Bok-ryeo","Ana","Catriona","Udo","Arun","Male_Western",0,0,"White / Caucasian",45,1,1
1,1,0,1,0,0,0,1,"Western","Woman",1,"Lionello","Demetrio","Kobchitt","Choong-soo","Krasae","Junliang","Arun","Male_Western",0,0,"White / Caucasian",45,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Choong-soo","Shenggen","In-jin","Arun","Sucheng","In-ho","Xuetao","Male_Eastern",0,0,"White / Caucasian",39,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Banjerd","Jong-sei","Gernulf","Ana","Sandu","Claus-Peter","Jinghua","Male_Eastern",0,0,"White / Caucasian",26,0,1
1,1,1,0,0,0,1,0,"Eastern","Man",1,"Xinyuan","Luis","Kwang-je","Ciro","Pasuk","Wedig","Sung-chul","Male_Eastern",0,0,"White / Caucasian",44,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",1,"Lino","Saksri","Alma","Sujin","Nidhi","Allen","Xuhua","Male_Eastern",0,0,"Hispanic / Latinx",30,0,0
0,1,1,1,1,0,0,1,"Western","Man",1,"Arun","Gontard","Dino","Kwang-je","Shareen","Roberto","Heike","Female_Western",0,1,"White / Caucasian",71,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",1,"Lionello","Pasuk","Xuetao","Sandu","Garry","Saksri","Jong-sei","Male_Eastern",0,0,"White / Caucasian",24,0,1
0,1,1,1,0,0,0,0,"Eastern","Man",2,"Miaoqing","Ludger","Banjerd","Somsak","Greta","Canfa","In-jin","Male_Eastern",0,0,"White / Caucasian",59,1,1
1,1,0,1,0,0,0,1,"Western","Man",1,"Jong-sei","Sandu","Arun","Choon-mie","Canfa","Ping","Ludger","Male_Western",0,0,"White / Caucasian",53,1,1
0,1,1,1,0,0,0,1,"Western","Man",3,"Wenying","Jinghua","Catharine","Allen","Ethel","Saksri","Gontard","Male_Western",0,0,"White / Caucasian",34,1,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Yeong-hui","Xiaoyi","Weilie","Raymond","Arun","Ping","Engelbert","Male_Western",0,0,"Asian / Pacific Islander",34,0,0
1,0,1,1,0,0,1,1,"Western","Woman",1,"Saksri","Ailsa","Renato","Jan","Ferdinando","Job-Gunter","Russell","Male_Western",0,0,"White / Caucasian",44,0,1
1,1,1,0,0,0,1,1,"Western","Woman",1,"Xiaoyi","Kwang-je","Xuetao","Canfa","Shenggen","Pichaet","Sandu","Male_Western",0,0,"White / Caucasian",70,0,1
1,1,1,0,0,0,0,1,"Western","Man",0,"Ciro","Demetrio","Pichaet","Xuhua","Ian","Somsak","Gerardo","Male_Western",0,0,"White / Caucasian",69,1,1
0,1,1,1,0,0,1,1,"Western","Woman",1,"Canfa","Heike","Kwang-je","Ditmar","Gerardo","Ky-chun","Russell","Male_Western",0,0,"White / Caucasian",44,0,1
1,1,1,0,0,0,0,1,"Eastern","Woman",2,"Mandy","Jinghua","Shenggen","Xiaoyi","Saksri","In-jin","Canfa","Male_Eastern",0,0,"Hispanic / Latinx",35,0,0
0,1,1,1,0,0,1,1,"Western","Woman",2,"Stefania","Banjerd","Trude","Weilie","Nidhi","Saksri","Ghillean","Male_Western",0,0,"White / Caucasian",33,0,1
1,1,1,0,0,0,0,0,"Eastern","Man",2,"Pilai","Ludger","Kyongae","Willis","Arun","Dino","Krasae","Male_Eastern",0,0,"White / Caucasian",50,1,1
0,1,1,1,0,0,1,0,"Eastern","Man",2,"Rachel","Wedig","Xuhua","Krasae","Yunhui","Alastair","Sung-chul","Male_Eastern",0,0,"White / Caucasian",50,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Choong-soo","Xinyuan","Yong-pil","Ditmar","Thida","Rachel","Nidhi","Male_Eastern",0,0,"Black or African American",46,0,0
1,0,1,1,1,0,1,1,"Western","Woman",0,"Banjerd","Shaiwatna","Garry","Ludger","Willis","Bong-ho","Shareen","Female_Western",0,1,"Hispanic / Latinx",35,0,0
1,1,1,0,0,0,0,0,"Eastern","Woman",2,"In-young","Ludger","Greta","Engelbert","Xinyuan","Alastair","Krasae","Male_Eastern",0,0,"White / Caucasian",54,0,1
0,1,1,1,0,0,0,1,"Western","Man",0,"Shaiwatna","Arun","Engelbert","Kil-nam","Jong-sei","Lionello","Wedig","Male_Western",0,0,"White / Caucasian",71,1,1
0,1,1,1,0,0,0,0,"Western","Woman",1,"Ky-chun","Jan","Niyada","Kwang-je","Shaiwatna","Xinyuan","Claus-Peter","Male_Western",0,0,"White / Caucasian",52,0,1
1,0,1,1,0,0,1,1,"Eastern","Woman",1,"Willis","Raymond","Engelbert","Demetrio","Ping","Wenying","Xinyuan","Male_Eastern",0,0,"White / Caucasian",58,0,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Hei-sook","Xuetao","Ferdinando","Somsak","Krasae","Choong-soo","Ana","Female_Western",0,1,"White / Caucasian",39,1,1
1,1,1,0,0,0,0,1,"Eastern","Woman",2,"Job-Gunter","In-ho","Arun","In-jin","Sucheng","Allen","Canfa","Male_Eastern",0,0,"Asian / Pacific Islander",56,0,0
0,1,1,1,0,0,1,1,"Western","Man",2,"Ana","Claus-Peter","Ping","Jan","Shenggen","Xiaoyi","Russell","Male_Western",0,0,"White / Caucasian",30,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Kwang-je","Engelbert","Weilie","Nidhi","Lucetta","Lionello","Kil-nam","Male_Eastern",0,0,"Hispanic / Latinx",31,1,0
1,1,1,0,0,0,0,1,"Eastern","Woman",1,"Longjin","Krasae","Ky-chun","Runglawan","Ian","Engelbert","Shenggen","Male_Eastern",0,0,"White / Caucasian",60,0,1
1,0,1,1,0,0,0,0,"Eastern","Man",1,"Somsak","Yong-pil","In-jin","Roberto","Mechtild","Garry","Choong-soo","Male_Eastern",0,0,"White / Caucasian",52,1,1
1,1,1,0,0,0,0,0,"Eastern","Woman",1,"Somsak","Alastair","Kitti","Russell","Catriona","Demetrio","Choong-soo","Male_Eastern",0,0,"Asian / Pacific Islander",33,0,0
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Shenggen","Engelbert","Renato","Yong-pil","Ian","Krisana","Ping","Male_Eastern",0,0,"White / Caucasian",43,0,1
0,1,1,1,0,0,0,1,"Western","Woman",3,"Rachel","Thida","Pichaet","Engelbert","Ning","Arun","Job-Gunter","Male_Western",0,0,"White / Caucasian",39,0,1
1,0,1,1,0,0,0,1,"Eastern","Man",1,"Ghillean","Alastair","Arun","Sung-chul","Gernulf","Kobchitt","Xuetao","Male_Eastern",0,0,"White / Caucasian",46,1,1
1,1,1,0,0,0,0,1,"Western","Woman",4,"Mandy","Xiaoyi","Niyada","Saksri","Xuetao","Sung-hee","Lionello","Male_Western",0,0,"White / Caucasian",36,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Yinhe","Xinyuan","Kil-nam","Jong-sei","Banjerd","Baek-in","Roberto","Male_Western",0,0,"White / Caucasian",37,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Alastair","Isabel","Gernulf","Gerardo","Renato","Krasae","Xinyuan","Male_Eastern",0,0,"Hispanic / Latinx",35,0,0
1,1,0,1,0,0,1,1,"Western","Man",2,"Job-Gunter","Anthea","In-young","Engelbert","Krasae","Xinyuan","Sandu","Male_Western",0,0,"Hispanic / Latinx",30,1,0
0,1,1,1,0,0,0,1,"Western","Man",1,"In-jin","Demetrio","Somsak","Anthea","Gerardo","Raymond","Arun","Male_Western",0,0,"White / Caucasian",41,1,1
1,0,1,1,0,0,1,0,"Eastern","Man",0,"Alastair","Lionello","Shaiwatna","Shenggen","Yong-pil","Kil-nam","Jong-sei","Male_Eastern",0,0,"White / Caucasian",62,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Xiaoyi","Krasae","Ky-chun","Melanie","Engelbert","Kil-nam","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",61,1,1
0,1,1,1,0,0,0,0,"Western","Woman",1,"Alastair","Gontard","Gernulf","Anthea","Engelbert","Ping","Lino","Male_Western",0,0,"White / Caucasian",58,0,1
1,0,1,1,1,0,0,1,"Western","Man",0,"Demetrio","Kitti","Russell","Wedig","Lionello","Sujin","Beatrix","Female_Western",0,1,"White / Caucasian",38,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Garry","Renato","Job-Gunter","Jong-sei","Banjerd","Yeong-hui","Shenggen","Male_Eastern",0,0,"White / Caucasian",34,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Eugenia","Xuhua","Kil-nam","Garry","Shaiwatna","Junliang","Weilie","Male_Eastern",0,0,"White / Caucasian",42,1,1
1,1,0,1,0,0,1,1,"Eastern","Man",2,"In-jin","Beatrix","Yong-pil","Allen","Weilie","Anty","Jinghua","Male_Eastern",0,0,"Asian / Pacific Islander",51,1,0
0,1,1,1,1,0,0,1,"Western","Woman",2,"Xuetao","Xinyuan","Zhizhen","Canfa","Runglawan","Russell","Heike","Female_Western",0,1,"White / Caucasian",34,0,1
1,1,1,0,0,0,0,1,"Western","Another gender not listed here:",2,"Demetrio","Renato","Roberto","Heike","Ky-chun","In-young","Gernulf","Male_Western",0,0,"White / Caucasian",33,0,1
1,1,1,0,0,0,0,1,"Western","Man",2,"Kwang-je","Xuhua","Dorothy","Kyongae","Kitti","Shenggen","Ludger","Male_Western",0,0,"White / Caucasian",46,1,1
0,1,1,1,0,0,0,0,"Western","Woman",0,"Pichaet","Junliang","Choong-soo","Xinyuan","Sujin","Jan","Lino","Male_Western",0,0,"White / Caucasian",44,0,1
1,0,1,1,0,0,1,1,"Eastern","Woman",2,"Krasae","Miaoqing","Job-Gunter","Ky-chun","Beatrix","Demetrio","Kitti","Male_Eastern",0,0,"White / Caucasian",65,0,1
0,1,1,1,1,0,1,0,"Eastern","Woman",2,"Xiaoyi","Krasae","Hong-nam","Kwang-je","Ghillean","Xuhua","Chumsri","Female_Eastern",1,0,"White / Caucasian",64,0,1
1,0,1,1,1,0,0,1,"Eastern","Man",1,"Eugenia","Arun","Engelbert","Garry","Jong-sei","Xuhua","Niyada","Female_Eastern",1,0,"White / Caucasian",44,1,1
1,1,1,0,0,0,0,1,"Western","Man",0,"Alastair","Canfa","Junliang","Ky-chun","Somran","Saksri","Jan","Male_Western",0,0,"White / Caucasian",39,1,1
1,0,1,1,0,0,0,1,"Western","Man",1,"Krisana","Shaiwatna","Sung-chul","Gontard","Krasae","Saksri","Lionello","Male_Western",0,0,"White / Caucasian",30,1,1
1,0,1,1,1,0,0,0,"Eastern","Woman",1,"Mariassunta","Russell","Alastair","Jong-sei","Dino","Sung-chul","Hei-sook","Female_Eastern",1,0,"White / Caucasian",52,0,1
0,1,1,1,0,0,0,1,"Western","Woman",0,"Arun","Krasae","Dino","Alastair","Jong-sei","Banjerd","Gernulf","Male_Western",0,0,"White / Caucasian",64,0,1
0,1,1,1,0,0,0,0,"Western","Man",0,"Jinghua","Longjin","Shenggen","Sujin","Ghillean","Demetrio","Lino","Male_Western",0,0,"White / Caucasian",43,1,1
0,1,1,1,1,0,0,1,"Western","Man",0,"Roberto","Jong-sei","Longjin","Sujin","Saksri","Engelbert","Catriona","Female_Western",0,1,"Black or African American",40,1,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Kitti","Willis","Canfa","Jinghua","Lucetta","Shenggen","Demetrio","Male_Western",0,0,"White / Caucasian",47,0,1
0,1,1,1,1,0,0,1,"Eastern","Man",0,"Alastair","Shaiwatna","Ciro","Canfa","Lionello","Xuetao","Pasuk","Female_Eastern",1,0,"Hispanic / Latinx",56,1,0
1,0,1,1,0,0,1,1,"Eastern","Woman",1,"Renata","Krasae","Jan","Ky-chun","Roberto","Russell","Shaiwatna","Male_Eastern",0,0,"Hispanic / Latinx",46,0,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Jinghua","Greta","Ferdinando","Nidhi","Canfa","Gernulf","Job-Gunter","Male_Western",0,0,"White / Caucasian",55,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Alastair","Arun","Xuetao","Pilai","Xinyuan","Engelbert","Somran","Male_Eastern",0,0,"Hispanic / Latinx",33,1,0
0,1,1,1,0,0,0,1,"Western","Woman",0,"Raymond","Ditmar","Longjin","Baek-in","Ciro","Wedig","Renato","Male_Western",0,0,"White / Caucasian",67,0,1
1,1,1,0,0,0,0,1,"Eastern","Man",2,"Kitti","In-jin","In-young","Luis","Engelbert","Yunhui","Canfa","Male_Eastern",0,0,"White / Caucasian",68,1,1
1,1,1,0,0,0,0,1,"Western","Woman",3,"Dorothy","Xinyuan","Miaoqing","Thida","Pichaet","Jinghua","Gernulf","Male_Western",0,0,"White / Caucasian",41,0,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Engelbert","Xuetao","Dino","Chumsri","Pichaet","Melanie","Ferdinando","Male_Western",0,0,"White / Caucasian",47,0,1
0,1,1,1,0,0,1,1,"Western","Woman",1,"Shenggen","Kitti","Ludger","Xinyuan","Dorothy","Canfa","Dino","Male_Western",0,0,"White / Caucasian",60,0,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Gernulf","Anty","Arunrat","Kitti","Jong-sei","Xuetao","Luis","Male_Western",0,0,"Asian / Pacific Islander",43,0,0
1,0,1,1,0,0,0,0,"Eastern","Woman",0,"Arun","Jong-sei","Weilie","Jinghua","Dino","Junliang","In-jin","Male_Eastern",0,0,"Black or African American",50,0,0
1,1,1,0,0,0,1,1,"Eastern","Man",2,"In-young","Anthea","Demetrio","Nidhi","Ping","Jinghua","Kitti","Male_Eastern",0,0,"White / Caucasian",28,1,1
0,1,1,1,1,0,0,1,"Western","Woman",0,"Demetrio","Ditmar","Arun","Xinyuan","Yong-pil","Gernulf","Lucetta","Female_Western",0,1,"White / Caucasian",45,0,1
1,0,1,1,0,0,0,1,"Western","Woman",0,"Renato","Sujin","Krasae","Jan","Xinyuan","Xuetao","Roberto","Male_Western",0,0,"White / Caucasian",43,0,1
1,1,1,0,1,0,0,0,"Western","Woman",2,"Stefania","Kwang-je","Luis","Greta","Gerardo","Xuetao","Catharine","Female_Western",0,1,"White / Caucasian",51,0,1
1,0,1,1,0,0,1,1,"Eastern","Man",3,"Shareen","Xuhua","Shaiwatna","Alma","Kyongae","Kil-nam","Xinyuan","Male_Eastern",0,0,"White / Caucasian",42,1,1
