"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
871,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,40,"Italy","control","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Female","Canfa","Xuetao","Job-Gunter","Li","Demetrio","Kil-nam","Augusta","Ciro","Dino","Kwang-je","Ky-chun","Ferdinando","Choon-mie","Roberto","Longjin","Gernulf","Xinyuan","In-jin","Wedig","Gontard","Jan","Shenggen","Yong-pil","Beatrix",0
872,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,62,"Italy","treat","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Male","Male","Unknown","Unknown","Unknown","Female","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Female","Yong-pil","Junliang","Claus-Peter","Ciro","Xuhua","In-jin","Dino","Kwang-je","Engelbert","Ping","Kil-nam","Kyongae","Gontard","Mariassunta","Job-Gunter","Jinghua","Jong-sei","Roberto","Xuetao","Sucheng","Wedig","Gerardo","Luis","Ana",0.541666666666667
873,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,23,"Italy","treat","Male","Male","Male","Female","Male","Male","Male","Female","Male","Female","Female","Female","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Lino","Jinghua","Demetrio","Greta","Xuetao","Wedig","Roberto","Weilie","Choong-soo","Yeong-hui","Eugenia","Xinyuan","Zhizhen","Engelbert","Renato","Luis","Gernulf","Shenggen","Job-Gunter","In-jin","Ludger","Kil-nam","Bong-ho","Baek-in",0
874,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,71,"Italy","treat","Male","Male","Unknown","Male","Male","Male","Male","Male","Unknown","Male","Female","Male","Male","Male","Male","Female","Unknown","Male","Unknown","Male","Female","Male","Male","Male","Xinyuan","Bong-ho","Jinghua","Roberto","Ping","Xuetao","Shenggen","Ditmar","Yong-pil","Renato","In-jin","Ciro","Ludger","Hong-nam","Baek-in","Maria","Xiaoyi","Job-Gunter","Kwang-je","Gerardo","Heike","Wedig","Udo","Luis",0.166666666666667
875,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,23,"Italy","treat","Unknown","Female","Unknown","Unknown","Unknown","Female","Unknown","Female","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Unknown","Mechtild","Xiaoyi","Shenggen","Gernulf","Kwang-je","Canfa","Ciro","Renata","Ditmar","Udo","Lino","Baek-in","Ludger","In-young","In-jin","Dino","Ferdinando","Sung-chul","Junliang","Wedig","Weilie","Xinyuan","Demetrio","Choong-soo",0.625
876,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,28,"Italy","treat","Male","Male","Male","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Female","Female","Male","Unknown","Male","Female","Female","Male","Female","Unknown","Male","Female","Male","Male","Claus-Peter","Ditmar","Ferdinando","Jinghua","Ludger","Longjin","Bong-ho","Yunhui","Xuhua","Wedig","Yeong-hui","Kil-nam","Jan","Shenggen","Roberto","Mariassunta","Trude","Yong-pil","In-jin","Xuetao","Lino","Kwang-je","Lionello","Renato",0.291666666666667
877,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,37,"Italy","control","Male","Female","Unknown","Male","Unknown","Male","Female","Unknown","Male","Unknown","Unknown","Male","Female","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Female","Unknown","Unknown","Male","Ferdinando","Stefania","Kwang-je","Claus-Peter","Longjin","Roberto","Jan","Bong-ho","Gernulf","Canfa","Xuhua","Luis","Ana","Udo","Xuetao","Yunhui","Choong-soo","Lionello","In-jin","Ditmar","Choon-mie","Baek-in","Xinyuan","Lino",0.5
878,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,22,"Italy","treat","Male","Unknown","Male","Male","Unknown","Male","Male","Unknown","Female","Female","Male","Female","Male","Female","Male","Male","Unknown","Female","Female","Unknown","Male","Female","Female","Male","Demetrio","Ditmar","Lionello","Ferdinando","Junliang","Kwang-je","Bong-ho","Hong-nam","Jong-sei","Yunhui","Dino","Xinyuan","Claus-Peter","Longjin","Roberto","Job-Gunter","Yong-pil","Greta","Weilie","Ky-chun","Ludger","Mariassunta","Xuhua","Gontard",0.208333333333333
879,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,46,"Italy","control","Unknown","Unknown","Female","Unknown","Male","Male","Male","Male","Female","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Ky-chun","Sung-chul","Bettine","Jinghua","Dino","Renato","Ferdinando","Engelbert","Mariassunta","Xinyuan","Udo","Demetrio","Ping","Xuetao","Yong-pil","Gernulf","Lino","Bong-ho","Yinhe","Hei-sook","Jan","Gontard","Weilie","Choong-soo",0.5
880,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,27,"Italy","treat","Unknown","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Female","Unknown","Female","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Female","Ky-chun","Jong-sei","Ciro","Demetrio","Wedig","Gernulf","Sung-chul","Udo","Alma","Baek-in","Weilie","Li","Shenggen","Dino","Renato","Junliang","Xuetao","Jan","Hong-nam","Xinyuan","Roberto","Kil-nam","Gontard","Bettine",0.583333333333333
881,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,26,"Italy","treat","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Renato","Sung-chul","Jinghua","Kwang-je","Lionello","Roberto","Xuhua","Weilie","Stefania","Xinyuan","Ferdinando","Hei-sook","In-jin","Ping","Ky-chun","Mechtild","Gontard","Udo","Gerardo","Wenying","Gernulf","Wedig","Jan","Choong-soo",0.708333333333333
882,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,32,"Italy","treat","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Female","Unknown","Unknown","Female","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Bok-ryeo","Sung-chul","Jan","Claus-Peter","Lionello","Xuetao","Xuhua","Canfa","In-jin","Ditmar","Luis","Shenggen","Renato","Dora","Engelbert","Yong-pil","Isabel","Miaoqing","Bong-ho","Ferdinando","Gernulf","Baek-in","Weilie","Demetrio",0.666666666666667
883,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,32,"Italy","control","Female","Male","Female","Male","Unknown","Unknown","Male","Unknown","Male","Male","Male","Female","Male","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Female","Unknown","Male","Male","Male","Kyongae","Weilie","Ana","Xinyuan","Jong-sei","Ditmar","Lionello","In-jin","Ciro","Claus-Peter","Ferdinando","Mariassunta","Jan","Sucheng","Wedig","Xuetao","Junliang","Kwang-je","Shenggen","Baek-in","Yong-pil","Engelbert","Lino","Renato",0.375
884,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,40,"Italy","control","Male","Unknown","Female","Unknown","Male","Female","Unknown","Female","Male","Male","Male","Male","Male","Female","Female","Unknown","Male","Male","Female","Female","Male","Male","Unknown","Female","Ferdinando","Dong","Udo","Ditmar","Luis","Ping","Kil-nam","Stefania","Demetrio","Jinghua","Roberto","Engelbert","Lino","Xuhua","Ky-chun","Gontard","Kwang-je","Job-Gunter","Junliang","Bettine","Jong-sei","Xuetao","Choong-soo","Sung-hee",0.208333333333333
885,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,32,"Italy","treat","Female","Male","Female","Female","Female","Male","Female","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Xuhua","Anty","Xuetao","Shenggen","Yeong-hui","Ludger","Ky-chun","Gernulf","In-jin","Ciro","Demetrio","Job-Gunter","Xinyuan","Luis","Gontard","Dino","Bong-ho","Roberto","Kwang-je","Xiaoyi","Junliang","Greta","Yong-pil","Jan",0
886,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,42,"Italy","treat","Unknown","Male","Male","Male","Male","Male","Male","Unknown","Unknown","Female","Male","Male","Male","Female","Male","Male","Unknown","Male","Male","Male","Male","Male","Female","Male","Bong-ho","Lino","Wenying","In-ho","Udo","Lionello","Ludger","Wedig","Yong-pil","Ky-chun","Xuhua","Gontard","Luis","Ana","Baek-in","Weilie","In-jin","Gernulf","Longjin","Roberto","Xuetao","Dino","Renata","Ping",0.166666666666667
887,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,27,"Italy","control","Male","Unknown","Unknown","Male","Unknown","Female","Unknown","Male","Female","Male","Male","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Unknown","Unknown","Male","Unknown","Male","Female","Renato","Weilie","Miaoqing","Roberto","Jan","Mariassunta","Jong-sei","Udo","Junliang","Gontard","Job-Gunter","Sung-chul","Xuetao","Engelbert","In-jin","Dino","Xinyuan","Canfa","Yeong-hui","Yong-pil","Ferdinando","Ky-chun","Gerardo","Ethel",0.458333333333333
888,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,41,"Italy","control","Male","Male","Male","Male","Male","Unknown","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Male","Female","Female","Male","Female","Yong-pil","Job-Gunter","Lino","Baek-in","Udo","Gernulf","Jong-sei","Junliang","Luis","Claus-Peter","Sung-chul","Bok-ryeo","Renato","Ning","Demetrio","Mariassunta","Xuetao","Xinyuan","Bettine","Lionello","In-jin","Jinghua","Ludger","Xuhua",0.0416666666666667
889,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,39,"Italy","control","Female","Female","Male","Female","Male","Male","Female","Female","Male","Male","Female","Female","Female","Male","Female","Female","Male","Male","Male","Female","Male","Male","Male","Female","Miaoqing","Xuetao","Gernulf","Longjin","Udo","Roberto","Junliang","Ky-chun","Lionello","Ludger","Xinyuan","Baek-in","Heike","Canfa","Choong-soo","Hwa-jin","Gontard","Engelbert","Renato","Maria","Lino","Luis","Bong-ho","Jong-sei",0
890,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,42,"Italy","control","Female","Male","Male","Male","Female","Male","Female","Male","Male","Female","Female","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Female","Female","Female","Baek-in","Ciro","Weilie","Claus-Peter","In-jin","Kil-nam","Kwang-je","Demetrio","Lionello","Anty","Sung-chul","Dino","Gerardo","Kyongae","Job-Gunter","Jan","Xinyuan","Junliang","Wenying","Ludger","Xuhua","Canfa","Trude","Gernulf",0
891,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,24,"Italy","control","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Dong","Engelbert","Ping","Ana","Jong-sei","In-ho","Sung-chul","Jinghua","Xinyuan","Ferdinando","Roberto","Stefania","Kwang-je","Lino","Lionello","Udo","Ditmar","Gernulf","Demetrio","Yong-pil","Weilie","Wedig","Choong-soo","Junliang",0
892,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,27,"Italy","control","Male","Female","Male","Unknown","Unknown","Male","Male","Female","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Udo","Stefania","Ludger","Kyongae","Xuhua","Lino","Lionello","Bettine","Jinghua","Weilie","Baek-in","Kil-nam","Ferdinando","Xuetao","Roberto","Li","Choong-soo","Wedig","Ky-chun","Canfa","Sung-chul","Job-Gunter","Ciro","Ditmar",0.666666666666667
893,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,37,"Italy","control","Male","Unknown","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Female","Female","Unknown","Unknown","Male","Male","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Gontard","Li","Junliang","Lionello","Udo","Canfa","Gerardo","Baek-in","In-jin","Bettine","Stefania","Xuhua","In-ho","Jong-sei","Gernulf","Wedig","Roberto","Ferdinando","Yong-pil","Shenggen","Lino","Xuetao","Choong-soo","Ludger",0.541666666666667
894,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,21,"Italy","control","Male","Female","Male","Male","Female","Male","Male","Male","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Male","Male","Female","Male","Ky-chun","Ping","Kil-nam","Jan","Canfa","Jong-sei","In-ho","Longjin","Dino","Renato","Claus-Peter","Baek-in","Trude","Xuetao","Sung-chul","Luis","Lino","Li","Ditmar","Augusta","Wedig","Demetrio","Xuhua","Engelbert",0
895,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,23,"Italy","treat","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Female","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Renato","Ping","Ky-chun","Mechtild","Roberto","Sung-chul","Xuetao","In-ho","Demetrio","Junliang","Augusta","Jan","Gernulf","Jong-sei","Wedig","Ferdinando","Canfa","Zhizhen","Longjin","Kwang-je","Lionello","Baek-in","Claus-Peter","Gontard",0.666666666666667
896,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,28,"Italy","treat","Unknown","Unknown","Male","Male","Female","Male","Unknown","Male","Male","Male","Female","Male","Unknown","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Junliang","Sucheng","Gontard","Gernulf","Stefania","Demetrio","Jong-sei","Dino","Lionello","Roberto","Choon-mie","Job-Gunter","In-jin","Heike","Canfa","Longjin","Xuetao","Baek-in","Bong-ho","Choong-soo","Gerardo","Xinyuan","Wedig","Ludger",0.458333333333333
897,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,42,"Italy","control","Male","Unknown","Male","Male","Female","Female","Female","Male","Male","Male","Male","Male","Female","Unknown","Male","Male","Female","Unknown","Male","Male","Male","Male","Male","Male","Claus-Peter","In-young","Luis","Renato","In-jin","Choong-soo","Canfa","Ky-chun","Xuetao","Longjin","Gernulf","Roberto","Dora","Ping","Bong-ho","Baek-in","Jinghua","Heike","Zhizhen","Dino","Udo","Ludger","Lionello","Gontard",0.125
898,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,55,"Italy","treat","Male","Female","Male","Female","Male","Female","Unknown","Unknown","Male","Male","Male","Female","Unknown","Male","Unknown","Male","Female","Female","Female","Unknown","Female","Male","Male","Male","Roberto","Jong-sei","Engelbert","Xuhua","Lionello","Ky-chun","Ping","Ditmar","Gontard","Gerardo","Dino","Canfa","Job-Gunter","Sung-chul","Zhizhen","Yong-pil","Kyongae","Trude","Shenggen","Kil-nam","Mariassunta","Claus-Peter","Ferdinando","Weilie",0.208333333333333
899,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,51,"Italy","control","Female","Male","Female","Female","Male","Male","Male","Female","Female","Female","Female","Male","Female","Male","Male","Male","Female","Female","Female","Female","Male","Female","Male","Male","Jan","Xinyuan","Roberto","Ping","Dino","Xuhua","Bong-ho","Sung-chul","Choong-soo","Weilie","Jinghua","Ky-chun","Hwa-jin","Heike","Renato","Ciro","Demetrio","Li","Gontard","Udo","Ludger","Claus-Peter","Augusta","Jong-sei",0
900,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,35,"Italy","control","Male","Male","Male","Male","Female","Male","Female","Female","Male","Female","Female","Male","Male","Male","Female","Female","Male","Male","Female","Male","Male","Female","Female","Male","Roberto","Wedig","Ludger","Renato","Weilie","Udo","Kil-nam","Heike","Engelbert","Ping","Yunhui","Xuetao","Xuhua","Baek-in","Longjin","Hwa-jin","Jan","Ciro","Yong-pil","Lino","Bong-ho","Anty","Sung-chul","Gerardo",0
901,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,40,"Italy","control","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Female","Male","Male","Jan","Ludger","Xuhua","Renato","Claus-Peter","Junliang","In-ho","Gernulf","Bong-ho","Shenggen","Demetrio","Xuetao","Longjin","Lionello","Wenying","Maria","Kil-nam","In-jin","Baek-in","Ferdinando","Roberto","Ky-chun","Heike","Job-Gunter",0
902,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,25,"Italy","treat","Female","Male","Male","Female","Male","Female","Unknown","Male","Female","Male","Male","Female","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Male","Female","In-jin","Gontard","Lionello","Jong-sei","Ditmar","Jinghua","Junliang","Bong-ho","Xinyuan","Roberto","Ludger","Yinhe","Engelbert","Jan","Ky-chun","Xuetao","Heike","Longjin","Hwa-jin","Renato","Kwang-je","Lino","Demetrio","Augusta",0.333333333333333
903,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,49,"Italy","treat","Male","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Unknown","Male","Female","Unknown","Male","Female","Unknown","Male","Female","Female","Unknown","Male","Male","Junliang","Longjin","Baek-in","Lino","Ditmar","Ferdinando","Bong-ho","Kwang-je","Engelbert","Gontard","Gernulf","Shenggen","Lionello","Eugenia","Choong-soo","Luis","Isabel","Yunhui","Ludger","Weilie","Choon-mie","Jong-sei","Xuetao","Roberto",0.208333333333333
904,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,36,"Italy","treat","Female","Unknown","Male","Female","Male","Unknown","Unknown","Male","Male","Unknown","Male","Female","Male","Unknown","Female","Unknown","Female","Unknown","Male","Male","Male","Male","Unknown","Male","Sung-chul","Kil-nam","Dino","Eugenia","Lino","Hong-nam","Weilie","Jan","Claus-Peter","Jinghua","Demetrio","Ky-chun","Gerardo","Yinhe","Junliang","Wedig","Trude","Xuhua","Kwang-je","Job-Gunter","Jong-sei","Renato","Xinyuan","Ditmar",0.333333333333333
905,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,26,"Italy","treat","Female","Female","Male","Female","Male","Male","Male","Female","Female","Male","Female","Male","Male","Female","Female","Female","Male","Male","Male","Female","Female","Male","Male","Male","Udo","Jong-sei","Ditmar","Alma","Roberto","Renato","Yong-pil","Xuhua","Junliang","Lionello","Heike","Ferdinando","Longjin","Yunhui","Hwa-jin","Sung-chul","Ping","Shenggen","Claus-Peter","Kwang-je","Bong-ho","Demetrio","Jan","Ludger",0
906,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,26,"Italy","treat","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Male","Engelbert","Job-Gunter","Jinghua","In-jin","Lionello","Claus-Peter","Bok-ryeo","Jong-sei","Bong-ho","Longjin","Sung-chul","Lino","Junliang","Xinyuan","Jan","Ferdinando","Yunhui","Beatrix","Dino","Kwang-je","Maria","Xuetao","Roberto","Ludger",0
907,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,55,"Italy","control","Male","Female","Male","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Female","Male","Male","Unknown","Unknown","Unknown","Male","Male","Male","Male","Unknown","Unknown","Unknown","Unknown","Bong-ho","Ethel","Demetrio","Dino","Jinghua","Jan","Ky-chun","Shenggen","Baek-in","Ping","Renata","Lionello","Udo","Choong-soo","Hei-sook","In-jin","Gernulf","Gontard","Ciro","Ferdinando","Ditmar","Xuetao","Longjin","Sucheng",0.458333333333333
908,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,51,"Italy","control","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Male","Sung-chul","Gerardo","Kil-nam","Ping","Xinyuan","Job-Gunter","Jong-sei","Ferdinando","Xuetao","Jan","Augusta","Melanie","Bok-ryeo","Yong-pil","Gernulf","Lino","Xuhua","Lionello","Claus-Peter","Wenying","Ciro","In-jin","Ditmar","Shenggen",0
909,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,47,"Italy","treat","Male","Male","Male","Male","Unknown","Male","Male","Male","Female","Female","Female","Unknown","Female","Female","Unknown","Male","Female","Female","Unknown","Unknown","Female","Male","Female","Male","Roberto","Jan","Ping","Ciro","Yinhe","Ludger","Lionello","Luis","In-jin","Hwa-jin","Choong-soo","Canfa","Shenggen","Xinyuan","Longjin","Wedig","Bong-ho","Trude","Baek-in","Kil-nam","Ditmar","Renato","Maria","Job-Gunter",0.208333333333333
910,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,25,"Italy","treat","Female","Unknown","Male","Male","Female","Male","Unknown","Male","Unknown","Male","Male","Male","Female","Female","Male","Unknown","Male","Female","Female","Unknown","Male","Unknown","Male","Unknown","Xinyuan","Bong-ho","Kyongae","Job-Gunter","Dora","Gernulf","Kil-nam","Renato","Xuetao","Lino","Wedig","Ferdinando","Melanie","Xuhua","Jan","Yong-pil","Gerardo","Jinghua","Choong-soo","Wenying","Lionello","In-jin","Ditmar","Shenggen",0.291666666666667
911,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,28,"Italy","control","Unknown","Male","Unknown","Unknown","Male","Unknown","Female","Male","Male","Male","Male","Male","Unknown","Unknown","Unknown","Male","Female","Unknown","Male","Male","Female","Unknown","Unknown","Unknown","Xinyuan","Ciro","Choong-soo","Sung-chul","Renato","Heike","Longjin","Bong-ho","Ludger","Lino","Ferdinando","Roberto","Xuhua","Wedig","Canfa","Ditmar","Yinhe","Jinghua","Job-Gunter","Udo","Augusta","Kwang-je","Kil-nam","Sung-hee",0.458333333333333
912,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,50,"Italy","treat","Unknown","Female","Male","Male","Male","Female","Unknown","Unknown","Male","Unknown","Male","Unknown","Male","Female","Male","Male","Female","Male","Male","Male","Unknown","Unknown","Male","Male","Bong-ho","Weilie","Engelbert","Ferdinando","Demetrio","Ana","Yong-pil","Kyongae","Udo","Choong-soo","Ciro","Jong-sei","Lino","Xiaoyi","Xuetao","Job-Gunter","Eugenia","Luis","Wedig","Gontard","Xinyuan","Kil-nam","Ping","Longjin",0.291666666666667
913,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,32,"Italy","treat","Female","Male","Female","Male","Male","Male","Male","Female","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Male","Male","Male","Unknown","Male","Male","Unknown","Male","Male","Sung-chul","Ciro","Ethel","Junliang","Jan","Bong-ho","Dino","Mariassunta","Xuhua","Renato","Kwang-je","Sung-hee","Xinyuan","Lionello","Claus-Peter","Job-Gunter","Engelbert","Luis","Ky-chun","Jong-sei","Dong","Weilie","Gontard","Ping",0.25
914,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,42,"Italy","control","Unknown","Unknown","Unknown","Unknown","Unknown","Female","Male","Male","Unknown","Female","Unknown","Female","Unknown","Male","Unknown","Male","Male","Male","Unknown","Unknown","Male","Unknown","Male","Male","Jong-sei","Junliang","Baek-in","Kil-nam","Kwang-je","Ethel","Dino","Ludger","Choong-soo","Mariassunta","Xinyuan","Roberto","Kyongae","Lino","Wenying","Claus-Peter","Gerardo","Udo","Weilie","Shenggen","Lionello","Xuhua","Job-Gunter","Wedig",0.5
915,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,34,"Italy","control","Female","Male","Female","Male","Male","Female","Male","Male","Male","Male","Female","Female","Male","Female","Male","Female","Male","Male","Female","Male","Male","Male","Female","Female","Xuetao","Dino","In-jin","Gontard","Udo","Ky-chun","Job-Gunter","Ditmar","Ciro","Gernulf","Jinghua","Ping","Gerardo","Choong-soo","Kil-nam","Xiaoyi","Kwang-je","Yeong-hui","Bettine","Lionello","Shenggen","Lino","Lucetta","Xuhua",0
916,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,36,"Italy","control","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Female","Unknown","Unknown","Xuhua","Ludger","Hwa-jin","Jan","Renato","Gernulf","Bong-ho","Baek-in","Engelbert","Heike","Yinhe","Ferdinando","Longjin","Shenggen","Demetrio","In-jin","Ping","Xinyuan","Roberto","Dino","Gontard","Augusta","Choong-soo","Yong-pil",0.666666666666667
917,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,26,"Italy","treat","Male","Unknown","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Unknown","Unknown","Male","Male","Female","Female","Male","Female","Jinghua","Canfa","Claus-Peter","Kwang-je","Baek-in","Xuetao","Yong-pil","Job-Gunter","Stefania","Gerardo","Engelbert","Ferdinando","Luis","Xinyuan","Lionello","Ky-chun","Wedig","Jan","Jong-sei","Shenggen","Choon-mie","Xiaoyi","Dino","Ethel",0.125
918,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,26,"Italy","treat","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Male","Female","Male","Unknown","Male","Unknown","Female","Male","Male","Female","Male","Male","Unknown","Unknown","Unknown","Male","Female","Jong-sei","Hei-sook","Lino","Kwang-je","Demetrio","Shenggen","Jan","Gerardo","Beatrix","Canfa","Baek-in","Job-Gunter","Ditmar","Alma","Ludger","Ferdinando","Junliang","Renato","Ping","Jinghua","Choong-soo","Wenying","Udo","Yong-pil",0.375
919,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,45,"Italy","control","Male","Unknown","Male","Female","Unknown","Male","Male","Female","Male","Unknown","Female","Female","Male","Male","Male","Male","Female","Unknown","Female","Unknown","Male","Male","Female","Male","Jan","In-jin","Dino","Greta","Junliang","Claus-Peter","Bong-ho","Kil-nam","Luis","Yong-pil","Xiaoyi","Jinghua","Job-Gunter","Roberto","Renato","Kwang-je","Xinyuan","Shenggen","Yeong-hui","Canfa","Ditmar","Ludger","Mariassunta","Lionello",0.208333333333333
